index,company,category,training/test,description 
363,新明和ソフトテクノロジ株式会社,IT,training,新明和 グループ の 企業 として 、 業務 系 および モバイル 系 システム の 開発 を 手掛ける 。 設計 検討 や 図面 化 、 ならびに 製品 データ の 管理 など の 「 SOLI 
364,エヌ・ディー・アール株式会社,IT,training,各 企業 や 団体 へ 向け 、 アプリケーション の 開発 及び IT システム の 総合 企画 を 手掛ける 。 また 、 データベース や OS 、 ストレージ 
365,シンクレイヤ株式会社,IT,training,ケーブル テレビ 事業 者 を 対象 と し 、 コンサルティング を 行い 、 ネットワーク の 設計 や 構築 および 保守 を 手掛ける 。 また 、 ビル や 集合 住宅 の テレビ 共 聴 システム および 大 規模 コンベンション 施設 内 の データ通信 機能 の 設計 や 構築 といった 一定 エリア 内 で の ネットワーク 構築 に も 対応 する 。 施工 お よ 
366,株式会社ソルネット,IT,training,環境 システム や 公共 システム を はじめ 、 学校 システム や 医療 システム など に関する コンサルティング を 行っ て いる 。 また 、 システム の 設計 開発 か 
367,メック情報開発株式会社,IT,training,三菱地所 グループ 内 における システム 企画 や 開発 、 保守 および 運用 など を 行っ て いる 。 主 に 、 ビル マネジメント や ショップマネジメントシステム 等 
368,株式会社ステップ,IT,training,コンピュータ システム の 受託 開発 を 主 な 業務 と し て おり 、 自社 パッケージ ソフト 開発 および 販売 、 その他 アプリケーション の 設計 および 製造 も 手掛ける 。 
369,株式会社システムイオ,IT,training,業務 システム や アプリケーション の 設計 から 開発 、 導入 や オペレータ による 運用 保守 まで を 行う 会社 。 また 、 赤外線 3 D 顔 認証 システム 「 Broadway 
370,株式会社オーネスト,IT,training,移動 体 通信 システム の ポータルサポート や 組 込 システム の 開発 など を 行う 。 また 、 小売 企業 向け の 基幹 システム や 投資 家 向け 情報 サイト の 管理 システム など の 開発 に 携わる 
371,株式会社高文,IT,training,無線 LAN システム や ビジネス ホン など の ネットワーク インフラ の 構築 を 請け負う 。 また 、 通信 機器 や ケーブル など の 関連 商品 も 卸売 。 その他 、 
372,株式会社カジマアイシーティ,IT,training,鹿島建設 株式会社 の グループ 会社 で 、 ICT の 運用 や 情報 システム の 構築 ・ 管理 を 行っ て いる 会社 。 IT 機器 管理 サポート や 
373,アクレスコ株式会社,IT,training,ネットワーク や サーバー の 設計 や 構築 、 保守 業務 を 行っ て いる 。 また 、 キャリア 通信 設備 の 構築 や ネット 
374,オブザーブ株式会社,IT,training,サーバ ・ ネットワーク ・ ミドル ウェア など の IT インフラ の 構築 および 運用 サービス を 行う 会社 。 また 、 金融 業 ・ メーカー 向け など の Web 系 ・ 業務 
375,ケーアイディー株式会社,IT,training,主 に 銀行 や メーカー 、 保険 など の 企業 の サーバー の 設計 や 構築 、 運用 および 保守 など の サービス を 展開 し て いる 。 その他 、 
376,日本事務開発株式会社,IT,training,システム 開発 や IT 人材 の 派遣 を 柱 に し た 技術 支援 や 運用 支援 を 中心 に 、 IT や ICT など による ソリューション を 提供 し て い 
377,株式会社リードオフネット,IT,training,Web サイト の 運営 コンサルティング や Web 制作 ・ システム 構築 など を 手掛け て いる 会社 。 また 、 モバイル デバイス や インター 
378,ヒューマンリレーションネクスト株式会社,IT,training,IT 戦略 や アクション プラン の 立案 など の 経営 に関する IT 支援 を 行っ て いる 。 その ほか 、 サーバー の 管理 や 情報 セキュリティ の 保護 、 
379,株式会社ベストサポートシステムズ,IT,training,IT インフラ 環境 の 構築 、 保守 ・ 運用 を 行う 。 実績 として 、 金融 機関 向け 統合 サーバー 設計 ・ 構築 および 運用 ・ 管理 、 通信 キャリア 向け 大 
380,秋田ゼロックス株式会社,IT,training,富士ゼロックス の 商品 を 中心 に 、 カラー 複合 機 や ファクシミリ など の 商品 の 卸売 を 手掛ける 。 また 、 クラ ウド サービス を 活用 し た ソフトウェア も 取り 
381,株式会社日本ブレーン,IT,training,金融 や 通信 、 および 官庁 向け 業務 アプリケーション の 設計 及び 開発 を 行う 。 開発 アプリケーション は 、 マイクロ ファイナンス 機関 向け の 経営 管理 シ 
382,株式会社ネクストワン,IT,training,IT サービス マネージメント や セキュリティ 、 Web サイト 及び アプリケーション 制作 など を 手掛ける 。 IT エンジニア リソース 提供 や クラウドシステム 導入 支援 ・ 運用 、 ネ 
383,株式会社エフエスアイ,IT,training,金融 ・ 流通 ・ 製造 ・ サービス 業 など の 業務 用 アプリケーション の 開発 が 主 な 業務 で ある 。 運用 スケジュール の 立案 や システム の 改 
384,株式会社サンシーア,IT,training,Web システム の 受託 開発 や Web サーバー 設計 ・ 構築 等 を 行っ て いる 会社 。 EC サイト や 受発注 管理 システム など を 開発 し て いる 。 また 
385,株式会社インフォコム東日本,IT,training,通信 キャリア 向け 無 停止 型 通信 ソリューション や 、 基幹 業務 システム の 開発 ・ 保守 ・ 運用 の 支援 を 行う 。 また 、 一般 財団 法人 Ruby アソシエーション の 「 R 
386,株式会社シスコ,IT,training,主 に 東レ グループ を 対象 として 、 基幹 系 システム 管理 運用 や ネットワーク ・ サーバー の 構築 及び 管理 など を 行っ て いる 。 また 、 FA 
387,株式会社トレックス,IT,training,システム 開発 や インフラ の 構築 、 プロダクト 開発 など を 実施 する 会社 。 主 に 金融 や 流通 、 製造 業 など 向け の 業務 効率 化 システム や EC サイト 制作 支援 など を 手 掛 
388,常陽コンピューターサービス株式会社,IT,training,常陽銀行 の グループ 会社 で 給与 計算 代行 や マイ ナンバー 管理 システム の 販売 を 行う 。 また 、 システム の 受託 開発 や 、 社内 間 の ネットワーク 構築 及び セキュリティ 
389,株式会社プロビズモ,IT,training,官公庁 や 企業 向け の システム の 開発 や 、 サーバー など の IT インフラ の 構築 、 教務 学事 支援 システム 「 学事 エース 」 の 導入 など を 主 に 行う 。 取 
390,株式会社都築ソフトウエア,IT,training,通信 や 制御 系 の ソフトウェア や システム 開発 、 および システム 構築 や IT インフラ 構築 など を 行う 。 また 、 自治体 や 官公庁 に 
391,アグレックスファインテクノ株式会社,IT,training,基幹 系 や 情報 系 の システム 開発 や 、 メーカー 系 エレクトロニクス 製品 の 開発 サポート を し て いる 会社 。 システム の 企画 から 構築 、 保守 まで 一 
392,システム・エナジー株式会社,IT,training,企業 向け の 業務 アプリケーション の 提案 や 設計 、 開発 および 保守 、 運用 を 行う 。 また 、 IT インフラ の 構築 に も 対応 し 、 ホストマシン や サーバ 、 ストレ 
393,商船三井システムズ株式会社,IT,training,商船 三井 グループ の システム や ネットワーク の 構築 および 保守 、 グループ 各社 における 機器 や ソフトウェア の 管理 や 入れ替え など を 手 掛 
